machine,debugsize,debugrva,majorimageversion,majorosversion,exportrva,exportsize,iatvra,majorlinkerversion,minorlinkerversion,numberofsections,sizeofstackreserve,dllcharacteristics,resourcesize,bitcoinaddresses,benign,debug_density,stack_reserve_per_section,log_debugsize,log_exportsize
332,28,4448,6,6,260688,190,4096,9,0,5,262144,320,1096,0,1,0.0062949640146246315,52428.69514260972,3.367295829986474,5.25227342804663
332,84,12736,10,10,29968,96,36864,14,10,5,262144,16704,1024,0,1,0.006595477381756064,52428.69514260972,4.442651256490317,4.574710978503383
34404,84,29584,10,10,30720,96,22384,14,10,6,262144,16736,1024,0,1,0.002839372632896372,43690.593849010256,4.442651256490317,4.574710978503383
34404,28,4784,6,6,0,0,4096,9,0,6,524288,33088,2056,0,1,0.005852842797130346,87381.18769802051,3.367295829986474,0.0
332,84,6032,10,10,0,0,20480,14,10,5,262144,49472,2296,0,1,0.013925729419884401,52428.69514260972,4.442651256490317,0.0
34404,84,17456,10,10,0,0,15456,14,10,6,524288,49504,2304,0,1,0.0048120989889939856,87381.18769802051,4.442651256490317,0.0
332,28,4432,6,6,0,0,4096,9,0,5,262144,33088,2048,0,1,0.006317689516431206,52428.69514260972,3.367295829986474,0.0
34404,28,6160,6,6,0,0,4096,9,0,5,524288,33088,2296,0,1,0.004545454538075561,104857.39028521944,3.367295829986474,0.0
34404,28,5216,6,6,0,0,4096,9,0,5,524288,33088,1360,0,1,0.0053680981492176035,104857.39028521944,3.367295829986474,0.0
34404,84,76736,10,10,0,0,98304,14,10,8,262144,16736,1104,0,1,0.0010946622183727764,32767.959040051202,4.442651256490317,0.0
34404,28,5200,6,6,0,0,4096,9,0,5,524288,33088,4688,0,1,0.005384615374260355,104857.39028521944,3.367295829986474,0.0
332,84,5680,10,10,0,0,36864,14,10,6,262144,49472,4512,0,1,0.014788732368329697,43690.593849010256,4.442651256490317,0.0
34404,84,35904,10,10,0,0,33088,14,10,7,524288,49504,4512,0,1,0.00233957219186175,74898.17871688755,4.442651256490317,0.0
332,28,4656,6,6,0,0,4096,9,0,4,262144,33088,4688,0,1,0.006013745691551234,65535.836160409606,3.367295829986474,0.0
332,84,12896,10,10,64960,56,81920,14,10,5,262144,16704,4864,0,1,0.006513647637628996,52428.69514260972,4.442651256490317,4.04305126783455
34404,84,68048,10,10,72864,56,58048,14,10,6,262144,16736,4864,0,1,0.0012344227602230156,43690.593849010256,4.442651256490317,4.04305126783455
332,84,7008,10,10,44432,109,49152,14,10,5,262144,16704,9880,0,1,0.011986301352759274,52428.69514260972,4.442651256490317,4.700480365792417
34404,84,53408,10,10,55824,112,50032,14,10,6,262144,16736,9880,0,1,0.0015727980823897546,43690.593849010256,4.442651256490317,4.727387818712341
34404,28,5152,6,6,114080,109,4096,9,0,5,262144,320,9880,0,1,0.005434782598146773,52428.69514260972,3.367295829986474,4.700480365792417
332,28,4640,6,6,95232,109,4096,9,0,4,262144,320,9880,0,1,0.006034482745615339,65535.836160409606,3.367295829986474,4.700480365792417
34404,28,16544,6,6,0,0,16384,9,0,7,262144,0,1016,0,1,0.001692456478667519,37449.08935844377,3.367295829986474,0.0
34404,84,34272,10,10,0,0,26336,14,10,6,524288,49504,2064,0,1,0.0024509803914417073,87381.18769802051,4.442651256490317,0.0
34404,28,137072,0,5,0,0,193448,10,0,7,1048576,33088,1532,0,1,0.00020427220729220613,149796.3574337751,3.367295829986474,0.0
332,28,112416,0,5,0,0,160248,10,0,6,1048576,33088,1552,0,1,0.000249074864765774,174762.37539604102,3.367295829986474,0.0
34404,84,36640,10,10,0,0,33152,14,10,6,524288,49504,54880,0,1,0.0022925764185882705,87381.18769802051,4.442651256490317,0.0
332,84,97952,10,10,0,0,208896,14,10,5,262144,49472,3040,0,1,0.0008575628878575666,52428.69514260972,4.442651256490317,0.0
332,28,4944,6,6,0,0,4096,9,0,4,262144,33088,3040,0,1,0.005663430409256816,65535.836160409606,3.367295829986474,0.0
34404,28,5632,6,6,0,0,4096,9,0,5,524288,33088,3040,0,1,0.004971590900263511,104857.39028521944,3.367295829986474,0.0
34404,84,35040,10,10,0,0,29792,14,10,7,1048576,49504,1848,0,1,0.002397260273288453,149796.3574337751,4.442651256490317,0.0
332,28,4688,6,6,0,0,4096,9,0,4,1048576,33088,1848,0,1,0.005972696232993396,262143.34464163842,3.367295829986474,0.0
34404,28,5264,6,6,0,0,4096,9,0,5,1048576,33088,1848,0,1,0.005319148926065447,209714.7805704389,3.367295829986474,0.0
332,28,34748,0,4,0,0,8192,8,0,3,1048576,1344,1392,0,1,0.0008058017725320012,349524.1682527725,3.367295829986474,0.0
34404,84,36464,10,10,0,0,29312,14,10,6,524288,49504,1104,0,1,0.0023036419475911465,87381.18769802051,4.442651256490317,0.0
332,84,10080,10,10,0,0,36864,14,10,5,262144,49472,1104,0,1,0.008333333325066137,52428.69514260972,4.442651256490317,0.0
43620,84,10976,10,10,0,0,53248,14,10,6,524288,49504,1104,0,1,0.007653061217517255,87381.18769802051,4.442651256490317,0.0
34404,112,75184,0,6,87984,88,65536,14,0,8,1048576,352,1480,0,1,0.001489678654834848,131071.83616020481,4.727387818712341,4.48863636973214
34404,84,125088,0,6,0,0,114688,14,11,6,2097152,33120,33368,0,1,0.0006715272447659626,349524.75079208205,4.442651256490317,0.0
34404,84,91328,10,10,95616,152,81272,14,10,7,262144,16736,1344,0,1,0.0009197617378109931,37449.08935844377,4.442651256490317,5.030437921392435
332,84,5264,10,10,31616,161,36864,14,10,6,262144,16704,1112,0,1,0.01595744677819634,43690.593849010256,4.442651256490317,5.087596335232384
34404,84,30960,10,10,37024,164,29352,14,10,7,262144,16736,1112,0,1,0.002713178293697294,37449.08935844377,4.442651256490317,5.10594547390058
332,84,8960,10,10,0,0,86016,14,10,6,262144,49600,2344,0,1,0.009374999989536831,43690.593849010256,4.442651256490317,0.0
34404,84,89872,10,10,0,0,84696,14,10,7,524288,49632,2344,0,1,0.0009346626311938465,74898.17871688755,4.442651256490317,0.0
34404,84,29744,10,10,0,0,26832,14,10,6,524288,49504,5736,0,1,0.0028240989769956633,87381.18769802051,4.442651256490317,0.0
34404,84,93216,10,10,119024,124,89024,14,10,7,262144,16736,1056,0,1,0.0009011328526324736,37449.08935844377,4.442651256490317,4.8283137373023015
34404,84,75968,10,10,85040,116,70752,14,10,7,262144,16736,1312,0,1,0.0011057287277398734,37449.08935844377,4.442651256490317,4.762173934797756
332,56,145124,0,5,0,0,0,11,0,4,0,34112,960,0,1,0.00038587690524063034,0.0,4.04305126783455,0.0
34404,28,5808,6,6,128304,56,4096,9,0,5,1048576,32832,32216,0,1,0.004820936630817947,209714.7805704389,3.367295829986474,4.04305126783455
332,84,4336,10,10,0,0,12288,14,10,5,262144,49472,2800,0,1,0.019372693682258548,52428.69514260972,4.442651256490317,0.0
332,84,26048,10,6,0,0,24576,12,10,5,1048576,16704,1160,0,1,0.0032248157235776967,209714.7805704389,4.442651256490317,0.0
332,56,6048,10,6,0,0,28672,14,12,5,1048576,33088,4228,0,1,0.009259259243949637,209714.7805704389,4.04305126783455,0.0
34404,84,8944,10,10,9904,360,8464,14,10,6,262144,16736,1440,0,1,0.009391771009177359,43690.593849010256,4.442651256490317,5.8888779583328805
34404,28,4368,6,6,10736,360,4096,9,0,5,262144,320,1440,0,1,0.006410256395580915,52428.69514260972,3.367295829986474,5.8888779583328805
34404,28,5984,6,6,0,0,4096,9,0,5,524288,33088,2040,0,1,0.004679144377207313,104857.39028521944,3.367295829986474,0.0
34404,28,5600,6,6,146672,168,4096,9,0,5,262144,320,26728,0,1,0.004999999991071429,52428.69514260972,3.367295829986474,5.1298987149230735
34404,28,79792,5,6,89584,124,57344,14,0,9,1048576,352,840,0,1,0.00035091237212365745,116508.31499076112,3.367295829986474,4.8283137373023015
34404,84,23200,10,10,24768,132,21200,14,10,6,262144,16736,1048,0,1,0.0036206896536117718,43690.593849010256,4.442651256490317,4.890349128221754
34404,84,109008,10,10,122784,168,96272,14,10,6,262144,16736,1040,0,1,0.0007705856450195779,43690.593849010256,4.442651256490317,5.1298987149230735
34404,84,13184,0,5,0,0,12288,14,0,7,1048576,33120,2800,0,1,0.006371359218468326,149796.3574337751,4.442651256490317,0.0
34404,28,12044,0,5,0,0,0,11,0,3,0,33088,1064,0,1,0.00232480903161341,0.0,3.367295829986474,0.0
332,28,11904,0,5,0,0,0,11,0,3,0,34112,1064,0,1,0.002352150535658476,0.0,3.367295829986474,0.0
34404,28,4096,0,6,0,0,0,14,0,2,1048576,352,1624,0,1,0.0068359374833107,524285.3785731071,3.367295829986474,0.0
452,84,58384,10,10,145264,165,167936,14,10,6,262144,16704,12608,0,1,0.0014387503423131764,43690.593849010256,4.442651256490317,5.111987788356544
34404,84,153984,10,10,180496,168,106496,14,10,6,262144,16736,12608,0,1,0.0005455112219097107,43690.593849010256,4.442651256490317,5.1298987149230735
332,84,37360,10,10,139024,165,155648,14,10,5,262144,16704,12608,0,1,0.0022483940036808364,52428.69514260972,4.442651256490317,5.111987788356544
43620,84,48944,10,10,210512,165,237568,14,10,6,262144,16736,12608,0,1,0.0017162471392374453,43690.593849010256,4.442651256490317,5.111987788356544
332,84,25872,10,10,35584,144,49152,14,10,5,262144,16704,4944,0,1,0.003246753245498317,52428.69514260972,4.442651256490317,4.976733742420574
34404,84,45920,10,10,47040,144,16656,14,10,6,262144,16736,4944,0,1,0.0018292682922845668,43690.593849010256,4.442651256490317,4.976733742420574
332,28,4320,6,6,14800,144,4096,9,0,4,262144,320,4944,0,1,0.006481481466478052,65535.836160409606,3.367295829986474,4.976733742420574
34404,28,4528,6,6,18560,144,4096,9,0,5,262144,320,4944,0,1,0.006183745569382187,52428.69514260972,3.367295829986474,4.976733742420574
34404,28,12768,0,5,16160,192,12288,10,0,6,1048576,320,904,0,1,0.0021929824544227893,174762.37539604102,3.367295829986474,5.262690188904886
332,28,12560,0,5,15680,199,12288,10,0,5,1048576,320,928,0,1,0.002229299361282405,209714.7805704389,3.367295829986474,5.298317366548036
34404,28,17168,0,5,0,0,16384,10,0,6,1048576,33088,2252,0,1,0.001630941285163711,174762.37539604102,3.367295829986474,0.0
332,28,16784,0,5,0,0,16384,10,0,5,327680,33088,2272,0,1,0.0016682554804169118,65535.86892826215,3.367295829986474,0.0
34404,28,8592,0,5,0,0,8192,10,0,6,1048576,33088,2432,0,1,0.003258845433823504,174762.37539604102,3.367295829986474,0.0
332,84,14512,10,10,0,0,94208,14,10,5,262144,49472,14456,0,1,0.005788313116187767,52428.69514260972,4.442651256490317,0.0
34404,84,101040,10,10,0,0,86440,14,10,6,524288,49504,14464,0,1,0.0008313539191576253,87381.18769802051,4.442651256490317,0.0
332,84,10048,10,10,80512,102,90112,14,10,5,262144,16704,13208,0,1,0.008359872603145031,52428.69514260972,4.442651256490317,4.634728988229636
34404,84,96448,10,10,106816,104,86440,14,10,6,262144,16736,13208,0,1,0.0008709356336190552,43690.593849010256,4.442651256490317,4.653960350157523
332,56,115456,0,6,217504,155,114688,12,0,5,1048576,320,19928,0,1,0.00048503325938149307,209714.7805704389,4.04305126783455,5.049856007249537
34404,56,120352,0,6,261888,155,118784,12,0,6,1048576,352,19936,0,1,0.0004653017814024443,174762.37539604102,4.04305126783455,5.049856007249537
34404,28,6064,6,6,0,0,4096,9,0,5,524288,33088,56936,0,1,0.004617414240406639,104857.39028521944,3.367295829986474,0.0
34404,84,89760,10,10,0,0,86376,14,10,6,524288,49504,28872,0,1,0.0009358288769010885,87381.18769802051,4.442651256490317,0.0
34404,84,26592,10,10,0,0,24848,14,10,7,524288,49504,3016,0,1,0.0031588447641550674,74898.17871688755,4.442651256490317,0.0
332,84,10176,10,6,53712,428,65536,12,10,6,1048576,16704,9600,0,1,0.008254716973020128,174762.37539604102,4.442651256490317,6.061456918928017
34404,84,71760,10,6,78128,428,61440,12,10,7,1048576,16736,9600,0,1,0.0011705685617097868,149796.3574337751,4.442651256490317,6.061456918928017
332,84,4176,10,6,7728,56,12288,12,10,5,1048576,16704,1096,0,1,0.02011494248056767,209714.7805704389,4.442651256490317,4.04305126783455
34404,84,8528,10,6,9632,56,8192,12,10,6,1048576,16736,1096,0,1,0.00984990617981953,174762.37539604102,4.442651256490317,4.04305126783455
332,84,62064,10,10,141760,155,147456,14,10,6,262144,16704,1392,0,1,0.0013534416084439542,43690.593849010256,4.442651256490317,5.049856007249537
332,28,134820,0,4,0,0,8192,8,0,3,1048576,1344,1104,0,1,0.000207684319818448,349524.1682527725,3.367295829986474,0.0
332,0,0,0,4,0,0,8192,8,0,3,1048576,1344,1076,0,1,0.0,349524.1682527725,0.0,0.0
332,28,134820,0,4,0,0,8192,8,0,3,1048576,1344,1096,0,1,0.000207684319818448,349524.1682527725,3.367295829986474,0.0
332,0,0,0,4,0,0,8192,8,0,3,1048576,1344,1168,0,1,0.0,349524.1682527725,0.0,0.0
332,28,123440,0,5,156144,189,122880,9,0,5,1048576,320,17136,0,1,0.00022683084897708757,209714.7805704389,3.367295829986474,5.247024072160486
34404,28,99232,0,5,0,0,98304,10,0,6,1048576,33088,2392,0,1,0.00028216704286095545,174762.37539604102,3.367295829986474,0.0
34404,28,99248,0,5,0,0,98304,10,0,6,1048576,33088,2392,0,1,0.0002821215540583063,174762.37539604102,3.367295829986474,0.0
332,84,5280,10,10,27584,164,32768,14,10,6,262144,16704,4144,0,1,0.015909090878960055,43690.593849010256,4.442651256490317,5.10594547390058
34404,84,31280,10,10,37248,164,29224,14,10,7,262144,16736,4144,0,1,0.0026854219940263997,37449.08935844377,4.442651256490317,5.10594547390058
332,28,4512,6,6,33504,164,4096,9,0,4,262144,320,4728,0,1,0.006205673745111539,65535.836160409606,3.367295829986474,5.10594547390058
34404,28,4912,6,6,41216,164,4096,9,0,5,262144,320,4728,0,1,0.005700325721294125,52428.69514260972,3.367295829986474,5.10594547390058
332,84,6416,10,10,31584,77,36864,14,10,6,262144,16704,3632,0,1,0.013092269306277635,43690.593849010256,4.442651256490317,4.356708826689592
34404,84,36096,10,10,39248,80,33040,14,10,7,262144,16736,3632,0,1,0.0023271276589297628,37449.08935844377,4.442651256490317,4.394449154672439
332,28,4464,6,6,39888,77,4096,9,0,4,262144,320,3776,0,1,0.0062724014196406785,65535.836160409606,3.367295829986474,4.356708826689592
34404,28,4832,6,6,48576,77,4096,9,0,5,262144,320,3776,0,1,0.005794701974762621,52428.69514260972,3.367295829986474,4.356708826689592
34404,28,4416,6,6,0,0,4096,9,0,5,524288,33088,2424,0,1,0.006340579695786731,104857.39028521944,3.367295829986474,0.0
332,84,10928,10,10,118096,251,131072,14,10,6,262144,16704,4048,0,1,0.007686676420491694,43690.593849010256,4.442651256490317,5.529429087511423
34404,84,135760,10,10,142016,252,127688,14,10,7,262144,16736,4048,0,1,0.0006187389510445832,37449.08935844377,4.442651256490317,5.53338948872752
34404,28,5184,6,6,0,0,4096,9,0,5,524288,33088,3344,0,1,0.005401234557482187,104857.39028521944,3.367295829986474,0.0
332,84,16176,10,10,0,0,77824,14,10,7,262144,49472,3336,0,1,0.005192878335068696,37449.08935844377,4.442651256490317,0.0
34404,84,67200,10,10,0,0,53792,14,10,8,524288,49504,3344,0,1,0.001249999999813988,65535.918080102405,4.442651256490317,0.0
332,28,4656,6,6,0,0,4096,9,0,4,262144,33088,3336,0,1,0.006013745691551234,65535.836160409606,3.367295829986474,0.0
34404,84,94304,0,6,98368,264,90112,14,11,6,1048576,352,880,0,1,0.0008907363419483016,174762.37539604102,4.442651256490317,5.579729825986222
332,84,56592,10,10,154944,295,159744,14,10,5,262144,16704,2920,0,1,0.0014843087359548506,52428.69514260972,4.442651256490317,5.69035945432406
34404,84,162032,10,10,197024,296,160464,14,10,6,262144,16736,2920,0,1,0.0005184161153032478,43690.593849010256,4.442651256490317,5.6937321388027
34404,0,0,0,4,28672,221,33060,2,24,9,2097152,0,0,0,1,0.0,233016.62998152224,0.0,5.402677381872279
34404,0,0,0,4,36864,123,41260,2,25,9,2097152,0,0,0,1,0.0,233016.62998152224,0.0,4.820281565605037
332,28,5072,6,6,0,0,4096,9,0,4,262144,33088,2056,0,1,0.005520504720976923,65535.836160409606,3.367295829986474,0.0
34404,28,6032,6,6,0,0,4096,9,0,5,524288,33088,2056,0,1,0.004641909806628134,104857.39028521944,3.367295829986474,0.0
332,84,21728,10,10,0,0,94208,14,10,5,262144,49472,2056,0,1,0.0038659793796640375,52428.69514260972,4.442651256490317,0.0
34404,28,4832,6,6,0,0,4096,9,0,5,524288,33088,2048,0,1,0.005794701974762621,104857.39028521944,3.367295829986474,0.0
34404,28,4992,6,6,0,0,4096,9,0,5,524288,33088,2024,0,1,0.005608974347738433,104857.39028521944,3.367295829986474,0.0
332,84,4688,10,10,0,0,20480,14,10,5,262144,49472,2024,0,1,0.01791808869898019,52428.69514260972,4.442651256490317,0.0
34404,84,18048,10,10,0,0,16752,14,10,6,524288,49504,2024,0,1,0.004654255316570116,87381.18769802051,4.442651256490317,0.0
332,28,4544,6,6,0,0,4096,9,0,4,262144,33088,2024,0,1,0.006161971817425238,65535.836160409606,3.367295829986474,0.0
332,28,4480,6,6,0,0,4096,9,0,4,262144,33088,2288,0,1,0.006249999986049108,65535.836160409606,3.367295829986474,0.0
34404,28,4864,6,6,0,0,4096,9,0,5,524288,33088,2288,0,1,0.00575657893553335,104857.39028521944,3.367295829986474,0.0
332,28,5536,6,6,0,0,4096,9,0,4,262144,33088,6640,0,1,0.005057803459071887,65535.836160409606,3.367295829986474,0.0
34404,28,6928,6,6,0,0,4096,9,0,5,524288,33088,6640,0,1,0.004041570432965401,104857.39028521944,3.367295829986474,0.0
34404,84,22944,10,10,0,0,20752,14,10,6,524288,49504,2080,0,1,0.0036610878645131242,87381.18769802051,4.442651256490317,0.0
34404,84,12000,10,10,12944,120,10512,14,10,6,262144,16736,1104,0,1,0.006999999994166667,43690.593849010256,4.442651256490317,4.795790545596741
332,84,18960,10,10,225312,148,233472,14,10,6,262144,16704,1032,0,1,0.004430379744498745,43690.593849010256,4.442651256490317,5.003946305945459
34404,84,140512,0,6,177024,132,118784,14,10,6,1048576,16736,1104,0,1,0.0005978137098185341,174762.37539604102,4.442651256490317,4.890349128221754
34404,84,78704,10,10,79680,120,60224,14,10,6,262144,16736,1080,0,1,0.0010672900994781345,43690.593849010256,4.442651256490317,4.795790545596741
34404,28,42464,0,5,82576,189,40960,9,0,6,1048576,320,48668,0,1,0.0006593820646525569,174762.37539604102,3.367295829986474,5.247024072160486
332,0,0,0,5,0,0,8192,9,0,5,1048576,320,968,0,1,0.0,209714.7805704389,0.0,0.0
332,84,9968,10,6,16848,162,28672,14,10,6,1048576,1344,1008,0,1,0.008426966283680812,174762.37539604102,4.442651256490317,5.093750200806762
332,28,4976,6,6,176560,165,4096,9,0,9,262144,320,8656,0,1,0.005627009634993952,29127.07874769028,3.367295829986474,5.111987788356544
34404,84,97856,10,10,113504,192,76752,14,10,6,262144,16736,5528,0,1,0.000858404185654594,43690.593849010256,4.442651256490317,5.262690188904886
332,84,20448,10,10,61632,118,69632,14,10,5,262144,16704,1096,0,1,0.004107981218648288,52428.69514260972,4.442651256490317,4.77912349311153
34404,84,72032,10,10,74624,120,55280,14,10,6,262144,16736,1096,0,1,0.001166148378336552,43690.593849010256,4.442651256490317,4.795790545596741
34404,84,151264,10,10,186368,220,136704,14,10,6,262144,16736,1088,0,1,0.0005553204992228607,43690.593849010256,4.442651256490317,5.3981627015177525
332,28,4832,6,6,266608,194,4096,9,0,4,262144,320,26048,0,1,0.005794701974762621,65535.836160409606,3.367295829986474,5.272999558563747
34404,28,4976,6,6,0,0,4096,9,0,5,524288,33088,2136,0,1,0.005627009634993952,104857.39028521944,3.367295829986474,0.0
332,84,5568,10,10,0,0,32768,14,10,6,262144,49472,2136,0,1,0.015086206869457244,43690.593849010256,4.442651256490317,0.0
34404,84,31456,10,10,0,0,29280,14,10,7,524288,49504,2144,0,1,0.0026703967438102758,74898.17871688755,4.442651256490317,0.0
332,28,4544,6,6,0,0,4096,9,0,4,262144,33088,2136,0,1,0.006161971817425238,65535.836160409606,3.367295829986474,0.0
332,28,4784,6,6,180512,187,4096,9,0,5,262144,320,1056,0,1,0.005852842797130346,52428.69514260972,3.367295829986474,5.236441962829949
34404,28,5504,6,6,282752,187,4096,9,0,6,262144,320,1056,0,1,0.005087209293082832,43690.593849010256,3.367295829986474,5.236441962829949
332,84,55008,10,10,101376,187,110592,14,10,6,262144,16704,1056,0,1,0.001527050610542639,43690.593849010256,4.442651256490317,5.236441962829949
332,84,47632,10,10,223264,180,229376,14,10,6,262144,16704,1488,0,1,0.0017635203221020488,43690.593849010256,4.442651256490317,5.198497031265826
332,84,12000,10,10,38880,162,45056,14,10,6,262144,16704,34968,0,1,0.006999999994166667,43690.593849010256,4.442651256490317,5.093750200806762
34404,84,96400,10,10,101312,252,81992,14,10,7,262144,16736,34968,0,1,0.0008713692945154181,37449.08935844377,4.442651256490317,5.53338948872752
332,84,24176,10,10,69312,252,73728,14,10,6,262144,16704,34968,0,1,0.003474520183870566,43690.593849010256,4.442651256490317,5.53338948872752
34404,84,126320,10,10,134608,104,115840,14,10,7,262144,16736,33136,0,1,0.0006649778340195552,37449.08935844377,4.442651256490317,4.653960350157523
332,84,14624,10,10,111216,104,118784,14,10,6,262144,16704,33128,0,1,0.005743982490601762,43690.593849010256,4.442651256490317,4.653960350157523
34404,28,5936,6,6,178752,104,4096,9,0,5,262144,320,33136,0,1,0.004716981124129075,52428.69514260972,3.367295829986474,4.653960350157523
34404,84,106816,10,10,0,0,95168,14,10,6,524288,49504,2096,0,1,0.0007863990412684992,87381.18769802051,4.442651256490317,0.0
34404,84,53184,10,10,56464,120,46400,14,12,6,262144,16736,1096,0,1,0.0015794223823745069,43690.593849010256,4.442651256490317,4.795790545596741
34404,28,5712,6,6,107440,180,4096,9,0,5,262144,320,3104,0,1,0.004901960775731862,52428.69514260972,3.367295829986474,5.198497031265826
34404,84,49200,10,10,61088,168,46288,14,10,6,262144,16736,2928,0,1,0.0017073170728237159,43690.593849010256,4.442651256490317,5.1298987149230735
332,84,9776,10,10,40832,166,49152,14,10,5,262144,16704,2928,0,1,0.008592471349639452,52428.69514260972,4.442651256490317,5.117993812416755
34404,28,5424,6,6,110320,166,4096,9,0,5,262144,448,4048,0,1,0.005162241878388197,52428.69514260972,3.367295829986474,5.117993812416755
332,28,4768,6,6,96144,166,4096,9,0,4,262144,448,4048,0,1,0.00587248320916006,65535.836160409606,3.367295829986474,5.117993812416755
332,84,13056,10,10,41408,141,49152,14,10,6,262144,16704,1192,0,1,0.006433823524483897,43690.593849010256,4.442651256490317,4.955827057601261
34404,84,54400,10,10,58176,144,46808,14,10,7,262144,16736,1192,0,1,0.0015441176467749782,37449.08935844377,4.442651256490317,4.976733742420574
34404,84,32752,10,10,36160,168,29776,14,10,6,262144,16736,29168,0,1,0.002564728870736221,43690.593849010256,4.442651256490317,5.1298987149230735
34404,84,46144,10,10,50976,188,42336,14,10,6,262144,16736,2512,0,1,0.0018203883491200612,43690.593849010256,4.442651256490317,5.241747015059643
34404,56,4096,10,10,0,0,0,14,10,2,262144,352,21496,0,1,0.0136718749666214,131071.34464327678,4.04305126783455,0.0
332,0,0,6,6,0,0,0,9,0,1,262144,1344,20536,0,1,0.0,262141.37858621412,0.0,0.0
34404,0,0,6,6,0,0,0,9,0,1,262144,320,20536,0,1,0.0,262141.37858621412,0.0,0.0
332,84,64704,10,10,122880,230,139264,14,10,6,262144,16704,1328,0,1,0.001298219584369093,43690.593849010256,4.442651256490317,5.442417710521793
34404,84,147472,10,10,152128,232,100816,14,10,7,262144,16736,1328,0,1,0.0005695996527768255,37449.08935844377,4.442651256490317,5.4510384535657
332,28,4096,10,6,0,0,0,14,10,2,1048576,1344,17712,0,1,0.0068359374833107,524285.3785731071,3.367295829986474,0.0
332,84,9456,10,6,135632,104,143360,14,10,6,1048576,320,1000,0,1,0.008883248721570168,174762.37539604102,4.442651256490317,4.653960350157523
332,28,4096,10,6,0,0,0,14,10,2,1048576,1344,9088,0,1,0.0068359374833107,524285.3785731071,3.367295829986474,0.0
332,84,37072,10,6,44080,162,57344,14,10,6,1048576,1344,984,0,1,0.0022658610265791266,174762.37539604102,4.442651256490317,5.093750200806762
332,84,37072,10,6,44080,162,57344,14,10,6,1048576,1344,992,0,1,0.0022658610265791266,174762.37539604102,4.442651256490317,5.093750200806762
332,84,54592,10,6,61520,162,77824,14,10,6,1048576,1344,984,0,1,0.0015386869868224855,174762.37539604102,4.442651256490317,5.093750200806762
332,84,54592,10,6,61520,162,77824,14,10,6,1048576,1344,992,0,1,0.0015386869868224855,174762.37539604102,4.442651256490317,5.093750200806762
332,84,30112,10,6,37008,162,53248,14,10,6,1048576,1344,984,0,1,0.0027895855463637136,174762.37539604102,4.442651256490317,5.093750200806762
332,84,30112,10,6,37008,162,53248,14,10,6,1048576,1344,992,0,1,0.0027895855463637136,174762.37539604102,4.442651256490317,5.093750200806762
332,84,14400,10,6,21232,162,32768,14,10,6,1048576,1344,984,0,1,0.005833333329282407,174762.37539604102,4.442651256490317,5.093750200806762
332,84,14400,10,6,21232,162,32768,14,10,6,1048576,1344,992,0,1,0.005833333329282407,174762.37539604102,4.442651256490317,5.093750200806762
332,84,32096,10,6,38992,162,53248,14,10,6,1048576,1344,984,0,1,0.0026171485535215764,174762.37539604102,4.442651256490317,5.093750200806762
332,84,32096,10,6,38992,162,53248,14,10,6,1048576,1344,992,0,1,0.0026171485535215764,174762.37539604102,4.442651256490317,5.093750200806762
332,84,7200,10,6,14032,162,24576,14,10,6,1048576,1344,984,0,1,0.011666666650462964,174762.37539604102,4.442651256490317,5.093750200806762
332,84,7200,10,6,14032,162,24576,14,10,6,1048576,1344,992,0,1,0.011666666650462964,174762.37539604102,4.442651256490317,5.093750200806762
332,84,19440,10,6,26336,162,36864,14,10,6,1048576,1344,992,0,1,0.004320987652098257,174762.37539604102,4.442651256490317,5.093750200806762
332,84,4576,10,6,11392,162,20480,14,10,6,1048576,1344,992,0,1,0.018356643316528316,174762.37539604102,4.442651256490317,5.093750200806762
332,84,11376,10,6,18336,162,28672,14,10,6,1048576,1344,992,0,1,0.007383966238234911,174762.37539604102,4.442651256490317,5.093750200806762
332,84,7280,10,6,14144,162,24576,14,10,6,1048576,1344,992,0,1,0.011538461522612004,174762.37539604102,4.442651256490317,5.093750200806762
332,84,4448,10,6,11280,162,20480,14,10,6,1048576,1344,968,0,1,0.018884892043873894,174762.37539604102,4.442651256490317,5.093750200806762
332,84,10800,10,10,61344,289,69632,14,10,5,262144,16704,1384,0,1,0.007777777770576132,52428.69514260972,4.442651256490317,5.66988092298052
34404,84,70256,10,10,76816,292,62656,14,10,6,262144,16736,1384,0,1,0.0011956274195519775,43690.593849010256,4.442651256490317,5.680172609017068
34404,28,5104,6,6,52768,163,4096,9,0,5,262144,64,6008,0,1,0.005485893406179676,52428.69514260972,3.367295829986474,5.099866427824199
332,84,10752,10,10,39152,163,45056,14,10,5,262144,16704,6936,0,1,0.00781249999273391,52428.69514260972,4.442651256490317,5.099866427824199
34404,84,92048,10,10,97872,156,83304,14,10,6,262144,16736,1080,0,1,0.000912567356062862,43690.593849010256,4.442651256490317,5.056245805348308
34404,84,85664,10,10,92880,148,76328,14,10,6,262144,16736,1032,0,1,0.0009805752707110833,43690.593849010256,4.442651256490317,5.003946305945459
34404,84,137232,10,10,142832,148,121048,14,10,6,262144,16736,1032,0,1,0.000612102133568548,43690.593849010256,4.442651256490317,5.003946305945459
332,84,4800,10,10,10272,85,16384,14,10,5,262144,16704,1072,0,1,0.01749999996354167,52428.69514260972,4.442651256490317,4.454347296253507
